user,waktu,review,label,clean_text,prediksi_model
pujianto namaku,2 tahun lalu,Exotic dan kerenn untuk dikunjungi😊 …,positif,exotic dan kerenn untuk kunjung,positif
Muhammad Ridha,3 tahun lalu,"Keren Bat
Desember 2022 akhir full kabut selama 3 hari",positif,keren bat desember akhir full kabut lama hari,positif
Ahsanatul Munawwaroh,setahun lalu,Mempunyai warna kawah yang unik. Selain itu tersedia ojek jika tidak ingin mendaki,negatif,punya warna kawah yang unik selain itu sedia ojek jika tidak ingin daki,negatif
Bilwan MS Huzaerudin,6 tahun lalu,Suasananya sejuk dan banyak pemandangan yang indah.,positif,suasana sejuk dan banyak pandang yang indah,positif
Havian R,7 tahun lalu,Gunung yang ramai di kunjungi wisatawan. Indah nya pemandangan,positif,gunung yang ramai di kunjung wisatawan indah nya pandang,positif
Reni Puspita Sari,4 tahun lalu,Tempat wisata alam wajib dikunjungi.,negatif,tempat wisata alam wajib kunjung,negatif
febry ani,6 tahun lalu,indah sejuk dan mendamaikan.apalagi kalo sampai puncak....hmmmm indah banget dari atas,positif,indah sejuk dan mendamaikanapalagi kalo sampai puncakhmmmm indah banget dari atas,positif
Probo Darono Yakti,8 tahun lalu,"Kunjungi pada saat tertentu untuk mendapatkan best view. Jangan sampai datang di puncak pada saat mendung dan berkabut, tentunya mengganggu keasyikan anda dalam berfoto ria baik bersama maupun swafoto. Bawalah bekal secukupnya untuk …",positif,kunjung pada saat tentu untuk dapat best view jangan sampai datang di puncak pada saat mendung dan kabut tentu ganggu asyik anda dalam foto ria baik sama maupun swafoto bawa bekal cukup untuk,positif
Andre Belfort,setahun lalu,Naik motor kayanya lebih seruuuu,positif,naik motor kaya lebih seruuuu,positif
Azwar Anas,8 tahun lalu,"Sayang nya perbaikan nya dari tahun 2015 sampy sekrang blm selesay sehingga untuk mencapai kawah tidak bisa dan di pagari,kecewa",negatif,sayang nya baik nya dari tahun sampy sekrang blm selesay sehingga untuk capai kawah tidak bisa dan di pagarikecewa,negatif
Muhammad Ilham,7 tahun lalu,"Pengalaman saya disaat saya mengunjungi gunung kelud,  pemandangannya indah dingin dan sejuk saya suka sekali.  Namun ada objek yg msih dalam tahap renovasi namun tak segera selesai. Akses untuk menuju puncak kita diharuskan naik ojek motor …",positif,alam saya saat saya unjung gunung kelud pandang indah dingin dan sejuk saya suka sekali namun ada objek yg msih dalam tahap renovasi namun tak segera selesai akses untuk tuju puncak kita harus naik ojek motor,positif
yt bang why Blue,2 bulan lalu,Bagus sekali,positif,bagus sekali,positif
Agus Ridwan,7 tahun lalu,"Luar biasa ke apian dan indahnya gunung ini , tapi sayang pintu masuk ke atas di tutup dan ada tulisan di buka pukul 07.00. Oh ..! disayangkan sebetulnya pingin menikmati sunrise di puncak kelud. Padahal tim kami sdh menempuh perjalanan dg …",positif,luar biasa ke api dan indah gunung ini tapi sayang pintu masuk ke atas di tutup dan ada tulis di buka pukul oh sayang betul pingin nikmat sunrise di puncak kelud padahal tim kami sdh tempuh jalan dg,positif
Dicky Kurniawan,3 tahun lalu,"wajib naik ojek ygy, walaupun udah bayar karcis dan bawa motor sendiri ga boleh naik sampe deket kawah, mending ke cangar, viewnya bagus gratis pula",negatif,wajib naik ojek ygy walaupun udah bayar karcis dan bawa motor sendiri ga boleh naik sampe deket kawah mending ke cangar viewnya bagus gratis pula,negatif
Ahyar Rosyadi,7 tahun lalu,"Menurut sy sih. Utk menagament wisata nya bagus. Bersih lumayan, teratur gitu. Tp panasnya MasyaAllah. Waktu itu kami turun skitar jam 2an. Nah las hampir jam 4an gitu, ada kabut pekat bgt, gatau itu tiap hari atay tumben. Jd saran sih ya …",positif,turut sy sih utk menagament wisata nya bagus bersih lumayan atur gitu tp panas masyaallah waktu itu kami turun skitar jam an nah las hampir jam an gitu ada kabut pekat bgt gatau itu tiap hari atay tumben jd saran sih ya,positif
Nurul LIND,Diedit 7 tahun lalu,"Pemandangan yang Indah, jalan berliku liku, dengan cerita yang menarik..",positif,pandang yang indah jalan liku liku dengan cerita yang tarik,positif
Naufal Khulafa,setahun lalu,"nice panorama, proper for family vacation",positif,nice panorama proper for family vacation,positif
khoirul anwar,3 tahun lalu,"Wisata alam yang ada di kabupaten Kediri, terdapat kawah yang bisa berubah warna sesuai keadaan, perjalanan nanjak akan terbayar dengan panorama yang indah sampai di atas.",positif,wisata alam yang ada di kabupaten diri dapat kawah yang bisa ubah warna sesuai ada jalan nanjak akan bayar dengan panorama yang indah sampai di atas,positif
Akbar Maulana,6 tahun lalu,Pemandangan indah dari bumi Nusantara,positif,pandang indah dari bumi nusantara,positif
gino schretzmeijer,8 bulan lalu,Amazing place😍 …,positif,amazing place,positif
GAMBANG MOTOR,setahun lalu,Bagus sebenarnya sayang ojek mahal kalo mau jalan tipis2 terganggu karna ojek berseliweran,negatif,bagus benar sayang ojek mahal kalo mau jalan tipis ganggu karna ojek seliwer,negatif
Nisaaa Khoirunisa,8 tahun lalu,"Udaranya yg dingin, suasana yg berkabut cocok untuk merefresh fikiran😂 …",positif,udara yg dingin suasana yg kabut cocok untuk merefresh fikiran,positif
Hanif M,6 tahun lalu,"Kesini ketika belum dibolehkan turun ke kawah, cuma dari atas bibir kawah saja. Untuk kelokasi, jala n 3 kilo meter dari parkiran sepeda motor, atau bisa juga pakai ojel.motor yang disediakan paguyuban pemuda gunung kelud, tarifnya Rp 30.000 untuk ojek, tarif masuk lokasi hari libir Rp 10.000",negatif,kesini ketika belum boleh turun ke kawah cuma dari atas bibir kawah saja untuk lokasi jala n kilo meter dari parkir sepeda motor atau bisa juga pakai ojelmotor yang sedia paguyuban pemuda gunung kelud tarif rp untuk ojek tarif masuk lokasi hari libir rp,negatif
Nurila Wahyuni,7 tahun lalu,Salah satunya destinasi buat hiker seperti saya ini..  Rekomendasi banget dah buat para hikers yang Newbe hhhehe...  Karena medan yang landai tapi menyuguhkan pemandangan yang Amat sangat  Amazing place..  I really really loving this …,positif,salah satu destinasi buat hiker seperti saya ini rekomendasi banget dah buat para hikers yang newbe hhhehe karena medan yang landai tapi suguh pandang yang amat sangat amazing place i really really loving this,positif
An tok,6 tahun lalu,"Tempatnya indah, bagus, asik buat hunting foto",positif,tempat indah bagus asik buat hunting foto,positif
Fredy Oky Erlanda,6 tahun lalu,Gn kelud via karangrejo sangat indah,positif,gn kelud via karangrejo sangat indah,positif
Putri Salju,Diedit 4 tahun lalu,Bagus sekali... kawah Gunung kelud..,positif,bagus sekali kawah gunung kelud,positif
fajar Dotyeh,2 tahun lalu,"Seru, tanjakan tidak terlalu extreem sampai tempat parkir terakhir, lelah, dingin terbayarkan dengan keindahan alam gunung kelud, rekomendasi kesini dimusim kemarau saja, saat musim hujan cuaca tak bisa dipresiksi, hujan kadang tak kunjung …",positif,seru tanjak tidak terlalu extreem sampai tempat parkir akhir lelah dingin bayar dengan indah alam gunung kelud rekomendasi kesini musim kemarau saja saat musim hujan cuaca tak bisa dipresiksi hujan kadang tak kunjung,positif
Wurita Kim,8 tahun lalu,gunung kelud kediri tempat wisata pegunungan aktif tp menakjubkan,positif,gunung kelud diri tempat wisata gunung aktif tp takjub,positif
Sahrul Munir,8 tahun lalu,"Enak banget pas diatas gunung, tepat di pos yang paling atas. Suasananya sejuk.... Khas daerah pegunungan.
Awan putih berjalan pelan kearah kita, perlahan tapi pasti. Kemudian melewati …",positif,enak banget pas atas gunung tepat di pos yang paling atas suasana sejuk khas daerah gunung awan putih jalan pelan arah kita perlahan tapi pasti kemudian lewat,positif
Mengenal Tokoh,3 tahun lalu,"Pemandanganx bagus, keren",positif,pemandanganx bagus keren,positif
Naim Ach,8 tahun lalu,Ke kelud naik motor lebih seru. G perlu sewa2 kendaraan lg.🌋⛰ …,positif,ke kelud naik motor lebih seru g perlu sewa kendara lg,positif
Dea Septiani,Diedit 8 tahun lalu,"Wisata alam yg luar biasa. Bagus bnget. Udaranya sejuk. Mhon scepatnya dibuka jln mnuju kawah via Kediri.
Salam adventure..... …",positif,wisata alam yg luar biasa bagus bnget udara sejuk mhon scepatnya buka jln mnuju kawah via diri salam adventure,positif
Lidya Hartini,7 tahun lalu,"View keren, menenangkan.",positif,view keren tenang,positif
Fuatul Elysa,6 tahun lalu,"Gunung Kelud yang merupakan salah satu wisata yang ada di kabupaten kediri. Beberapa tahun lalu gunung ini meletus dan mengakibatkan abu vulkanik sampai ke kota-kota tetangga. Dulu jalannya sangat mulus, parkiran luas, kamar mandi bersih, …",positif,gunung kelud yang rupa salah satu wisata yang ada di kabupaten diri beberapa tahun lalu gunung ini letus dan akibat abu vulkanik sampai ke kotakota tetangga dulu jalan sangat mulus parkir luas kamar mandi bersih,positif
REXXHA,7 bulan lalu,"udara sejuk,jajanan ramah di kantong",positif,udara sejukjajanan ramah di kantong,positif
Miss Linda,7 tahun lalu,"Pemandangan yang sangat indah dan udara yang sejuk, mampu membuat semua orang melupakan segalaa permasalahannya. Jalur yg sangat mudah untuk menuju tempat ini, membuat tempat inii menjadii tempat favorit orang"" yng ingin merasakan puncak gunung. Tetapi tidak ingin terlalu ektreme.",positif,pandang yang sangat indah dan udara yang sejuk mampu buat semua orang lupa segalaa masalah jalur yg sangat mudah untuk tuju tempat ini buat tempat ini jadi tempat favorit orang yng ingin rasa puncak gunung tetapi tidak ingin terlalu ektreme,positif
Pradita Budi ananda,6 tahun lalu,Pemandangannya amazing,positif,pandang amazing,positif
Mari Asih,4 tahun lalu,Bagus banget Indah sejuk,positif,bagus banget indah sejuk,positif
Mardi Dwi Anggara,3 tahun lalu,"Pendakian via tulung rejo, medan nya bagus, sampai puncak bayangan tidak terlalu terjal. Jika ingin kepuncak akan turun kembali di jalur naga, dan jalur sangat terjal, nanti ditengah jalur ada persimpangan ke air terju. Jalur menuju air …",positif,daki via tulung rejo medan nya bagus sampai puncak bayang tidak terlalu terjal jika ingin puncak akan turun kembali di jalur naga dan jalur sangat terjal nanti tengah jalur ada simpang ke air terju jalur tuju air,positif
moch ukaservis,2 tahun lalu,"Bagus pemandangan indah cuma untuk ke kawah harus pakai ojek, tidak ada hotel dan jalan terlalu curam.",positif,bagus pandang indah cuma untuk ke kawah harus pakai ojek tidak ada hotel dan jalan terlalu curam,positif
dichi mubarok,7 tahun lalu,Selalu saja tetap menakjubkan... Gn. Kelud..... Amazing,positif,selalu saja tetap takjub gn kelud amazing,positif
siee_ mhungeel27,setahun lalu,"pemandangannya sangat bagus,cocok untuk foto dan udaranya sejuk[asyfa]",positif,pandang sangat baguscocok untuk foto dan udara sejukasyfa,positif
Bryan Adam,9 bulan lalu,Bagus sih aku pertamakali ndaki di via Karangrejo aku kasih bintang ⭐⭐⭐⭐⭐,positif,bagus sih aku pertamakali ndaki di via karangrejo aku kasih bintang,positif
Yanti Wibowo,6 bulan lalu,Bagus,positif,bagus,positif
W. Arum,6 tahun lalu,"enaknya kalau kesana pagi, tempatnya sejuk. naik ojek sekitar 30-50rb tergantung dari gerbang berapa naiknya. jangan lupa bawa air minum, karena diatas tidak ada yg jualan.",positif,enak kalau kesana pagi tempat sejuk naik ojek sekitar rb gantung dari gerbang berapa naik jangan lupa bawa air minum karena atas tidak ada yg jual,positif
Novia Anjelina,6 tahun lalu,"Sangat indah. Mendakinya cukup jauh, tapi bisa naik ojek dari parkiran. Tidak ada toilet, harap bak sebelum kesini. Jangan lupa membawa minuman.",negatif,sangat indah mendak cukup jauh tapi bisa naik ojek dari parkir tidak ada toilet harap bak belum kesini jangan lupa bawa minum,negatif
Kang Hans,6 tahun lalu,Tempat enak sejuk.. Mantap,positif,tempat enak sejuk mantap,positif
Rio Wija,6 tahun lalu,"Salah satu tempat wisata di Kabupaten kediri. Meski gak begitu tinggi, namun pemandangan disini cukup menarik. Sayangnya tempat ini gak buka selama 24 jam. Sehingga waktu untuk eksplore cukup terbatas. Salah satu alternatif lain untuk bisa menikmati kelud selama 24 jam adalah dengan melalui jalur pendakian",negatif,salah satu tempat wisata di kabupaten diri meski gak begitu tinggi namun pandang sini cukup tarik sayang tempat ini gak buka lama jam sehingga waktu untuk eksplore cukup batas salah satu alternatif lain untuk bisa nikmat kelud lama jam adalah dengan lalu jalur daki,negatif
Ridwan Supriadi,6 tahun lalu,Menuju kawasan puncak Gunung Kelud sejak tahun 2004 hubungan jalan darat telah diperbaiki untuk mempermudah para wisatawan serta penduduk. Gunung Kelud telah menjadi objek wisata Kabupaten Kediri dengan atraksi utama adalah kubah lava. Di …,positif,tuju kawasan puncak gunung kelud sejak tahun hubung jalan darat telah baik untuk mudah para wisatawan serta duduk gunung kelud telah jadi objek wisata kabupaten diri dengan atraksi utama adalah kubah lava di,positif
Ayu bigDream,4 tahun lalu,"Kesini sekitar 2019an silam
Pengalaman banget naik matic nyetir sendiri ampe atas amazing smpe atas gerimis donk tpi terbayarkan sama pemandangannya",positif,kesini sekitar an silam alam banget naik matic nyetir sendiri ampe atas amazing smpe atas gerimis donk tpi bayar sama pandang,positif
Safiul Falaq,8 tahun lalu,"Panorama alamnya itu indah sekali, udaranya sejuk, cocok sekali bagi anda ysng mau berlibur, dan yang paling saya suka dari tempat ini yaitu jalan misterinya, karena sampai saat ini masih menjadi misteri.",positif,panorama alam itu indah sekali udara sejuk cocok sekali bagi anda ysng mau libur dan yang paling saya suka dari tempat ini yaitu jalan misteri karena sampai saat ini masih jadi misteri,positif
Eduardo CG,6 tahun lalu,One of the nicest volcanos in Java. Worth the effort to get to the crater!,positif,one of the nicest volcanos in java worth the effort to get to the crater,positif
Yesaya Bijaksana,2 tahun lalu,"Parkir mobil dgn Kawah Gunung cukup Jauh, Jadi anda harus Menggunakan ojek untuk sampai di objek wisata",negatif,parkir mobil dgn kawah gunung cukup jauh jadi anda harus guna ojek untuk sampai di objek wisata,negatif
Dian Linawati,9 tahun lalu,Lumayan menguji adrenalin. Tapi mantap jiwa.. hehe,positif,lumayan uji adrenalin tapi mantap jiwa hehe,positif
EvelynLee,7 tahun lalu,"Aku ke kelud pas jaman kuliah sama temen-temen kampus ngCamp bareng. Namanya juga alam dan natural ya jelas bagus lah. Hal pertama yang kita lakuin pas sampai disitu adalah makan soto lamongan. Secara pribadi, ada 2 macem soto favorit aku, …",positif,aku ke kelud pas jaman kuliah sama tementemen kampus ngcamp bareng nama juga alam dan natural ya jelas bagus lah hal pertama yang kita lakuin pas sampai situ adalah makan soto lamongan cara pribadi ada macem soto favorit aku,positif
Gianna Muryanti,5 tahun lalu,Sungguh indah ciptaanMu Ya Alloh.,positif,sungguh indah cipta ya alloh,positif
Risa Aryani,7 tahun lalu,Pemandangannya indah.,positif,pandang indah,positif
Muhammad Fatkur Rozi,9 tahun lalu,"Bagus, tapi masih dalam tahap perbaikan pasca erupsi",positif,bagus tapi masih dalam tahap baik pasca erupsi,positif
Aura Mahi,7 tahun lalu,"Gunung Kelud sebelum erupsi Bagus banget, ada gua Jepangnya sayang, setelah erupsi jln ke gua nya ditutup. Tp ttp gunung kelud memiliki daya tarik tersendiri, bisa naik ke Puncak tp pake jasa bang ojek. Semoga gua jepangnya bisa cepat dibuka kmbali.",negatif,gunung kelud belum erupsi bagus banget ada gua jepangnya sayang telah erupsi jln ke gua nya tutup tp ttp gunung kelud milik daya tarik sendiri bisa naik ke puncak tp pake jasa bang ojek moga gua jepangnya bisa cepat buka kmbali,negatif
Mei Amelia99 (Mei J),6 tahun lalu,viewnya asli bagus banget.,positif,viewnya asli bagus banget,positif
Dwi Winarni,6 tahun lalu,Gunung kelud yg terletak didaerah blitar jatim pemandangan panorama alam sangat indah banget tempat bersih n indah apalagi melihat matahari terbit dipagi sangat indah menakjudkan......... Pendakian yg penuh tantangan n rintangan sampe kepuncak gunung.......,positif,gunung kelud yg letak daerah blitar jatim pandang panorama alam sangat indah banget tempat bersih n indah apalagi lihat matahari terbit pagi sangat indah menakjudkan daki yg penuh tantang n rintang sampe puncak gunung,positif
Tya Marchelo,7 tahun lalu,"Tempatnya sangat dingin, enak buat ngopi. Jalanx agak nanjak. Tapi seru juga sih. Sepanjang perjalanan menuju gunung kelud, banyak taman buatan. Kebun nanas dan penjual nanas yang berjejer. Murah2 pula harganya.",positif,tempat sangat dingin enak buat ngopi jalanx agak nanjak tapi seru juga sih panjang jalan tuju gunung kelud banyak taman buat kebun nanas dan jual nanas yang jejer murah pula harga,positif
ARWIN,2 tahun lalu,"Viewnya sangat Bagus, disarankan untuk naik pada pagi hari karena kalo udah siang kabut udah mulai turun",positif,viewnya sangat bagus saran untuk naik pada pagi hari karena kalo udah siang kabut udah mulai turun,positif
Jerry Can,7 tahun lalu,"Lumayan adem, toilet tempat ibadah dan warung makanan ada di sekitar parkiran mobil, untuk ke atas dari parkiran mobil lumayan jauh, untuk sepeda motor bisa parkir di atas tapi untuk ke puncaknya biasanya hanya bibolehkan jalan kaki",negatif,lumayan adem toilet tempat ibadah dan warung makan ada di sekitar parkir mobil untuk ke atas dari parkir mobil lumayan jauh untuk sepeda motor bisa parkir di atas tapi untuk ke puncak biasa hanya bibolehkan jalan kaki,positif
Livya Malvina,setahun lalu,Pemandangan yg indah jalannya bagus suasana menenangkan,positif,pandang yg indah jalan bagus suasana tenang,positif
HARPER GRAPH,8 tahun lalu,"Pernah melakukan pendakian via Tulungrejo, dengan tujuan ke puncak Kelud 1731 Mdpl kita bisa melihat view luar biasa indah seperti kawah dan sekeliling pegunungan.",positif,pernah laku daki via tulungrejo dengan tuju ke puncak kelud mdpl kita bisa lihat view luar biasa indah seperti kawah dan keliling gunung,positif
Himma wanty,8 tahun lalu,Good views..not too high..,positif,good viewsnot too high,positif
endar sasmito,8 tahun lalu,"cukup indah pemandangan disini, terlebih jika sudah berada di pos terakhir, namun untuk melihat kawah masih belum bisa karena sedang dalam tahap konstruksi ulang usai meletus 2014 yg lalu",positif,cukup indah pandang sini lebih jika sudah ada di pos akhir namun untuk lihat kawah masih belum bisa karena sedang dalam tahap konstruksi ulang usai letus yg lalu,positif
Fanny aulia,2 tahun lalu,Seru banget liat pemandangan  alam syegerr,positif,seru banget liat pandang alam syegerr,positif
Richo daniel01,8 tahun lalu,"Tempat keren pemandangan indah sayang pas habis meletus pemandian air hangatnya masih belum bisa, keingit waktu sekolah subuh subuh kesana bela belain buat mandi air hangat nan menyehatkan kulit",positif,tempat keren pandang indah sayang pas habis letus mandi air hangat masih belum bisa keingit waktu sekolah subuh subuh kesana bela bain buat mandi air hangat nan sehat kulit,positif
C-met Pletok,3 tahun lalu,Indah n bagus,positif,indah n bagus,positif
Astrid Herrmann,7 tahun lalu,Temporary closed from the west. But the gate is cut open and people go there. Impossible to get there by public transport. Nice view. Better option is to get a taxi to the east and hike up for three or four hours to the crater. The hike …,positif,temporary closed from the west but the gate is cut open and people go there impossible to get there by public transport nice view better option is to get a taxi to the east and hike up for three or four hours to the crater the hike,positif
Waahhyuuu Nn,Diedit 3 tahun lalu,Suatu keindahan yang dibanggakan warga sekitar dan luar💕 …,positif,suatu indah yang bangga warga sekitar dan luar,positif
Hakim Muhammad,8 tahun lalu,rindu alam dengan keindahanya...,positif,rindu alam dengan keindahanya,positif
sulhanz,7 tahun lalu,"Kapan ya mau kesini. Sejak erupsi 2014..sebelumnya udh pernah.  Pertama kali masih bisa mandi di kawah, sampe keluar anak kelud yang menutupi kawah... Cm liat dr kejauhan.",negatif,kapan ya mau kesini sejak erupsi belum udh pernah pertama kali masih bisa mandi di kawah sampe keluar anak kelud yang tutup kawah cm liat dr jauh,positif
Iriani Shofie,6 tahun lalu,"Jalanx sdh aspalan bagus dan hrs parkir kendaraan disitu kl mau jln gpp, kl mau ojek, menuju kawah Alhamdulillah sdh standby ojeknya tinggal byr nt kl sdh di lokasi murah ktn kita bs foto2 sepuasnya",positif,jalanx sdh aspal bagus dan hrs parkir kendara situ kl mau jln gpp kl mau ojek tuju kawah alhamdulillah sdh standby ojek tinggal byr nt kl sdh di lokasi murah ktn kita bs foto puas,positif
Flory Kristina,6 tahun lalu,salah satu keindahan dari Gunung Kelud adalah pemandangan yang tidak ada habisnya saat perjalanan memuncak . perbukitan hijau serta perkebunan nanas menjadi pemandangan yang bisa dilihat saat mendaki Gunung Kelud 😊 …,positif,salah satu indah dari gunung kelud adalah pandang yang tidak ada habis saat jalan puncak bukit hijau serta kebun nanas jadi pandang yang bisa lihat saat daki gunung kelud,positif
Dini Fauziyyah,7 tahun lalu,Pemandangannya bagus hanya saja bukitnya ngga kliatan terlihat seperti tebing. Masuk ke kawah juga ngga selamanya orng bisa lihat karna bisa masuk itu d hari tertentu saja.,positif,pandang bagus hanya saja bukit ngga kliatan lihat seperti tebing masuk ke kawah juga ngga lama orng bisa lihat karna bisa masuk itu d hari tentu saja,positif
Sarah Emil,4 tahun lalu,"Luar biasa indahnya pesona gunung kelut, dilihat dari arah manapun sungguh mempesona. Petugasnya jg baik sopan². Lokasi bersih tidak ada coret²an, bersih tidak ada sampat berserakan. Tiket terjangkau 10 rb, parkir mobil 5 rb. Ada mushola, …",positif,luar biasa indah pesona gunung kelut lihat dari arah mana sungguh pesona tugas jg baik sopan lokasi bersih tidak ada coret an bersih tidak ada sampat sera tiket jangkau rb parkir mobil rb ada mushola,positif
ari purwantono,4 tahun lalu,Wisata Alam yang sangat aestetik.. Alam nya masih alami... Cuaca nya fresh.. Tiket terjangkau... Unt ojek juga tdk menguras dompet.. Dijamin memuaskan,negatif,wisata alam yang sangat aestetik alam nya masih alami cuaca nya fresh tiket jangkau unt ojek juga tdk uras dompet jamin muas,positif
Almer Fawwaz,7 bulan lalu,Kalo mau makan nanas disini aja enak,positif,kalo mau makan nanas sini aja enak,positif
Lintang Dewi Agustin,2 tahun lalu,Kesini pas KKN dan emang sebagus itu,positif,kesini pas kkn dan emang bagus itu,positif
usman maulana Ismail,5 tahun lalu,"Gunung berapi yang pernah meletus pada zaman pemerintahan Bpk Susilo Bambang Yudhoyono ini menarik sekali, selain pemandangannya yang indah dan hawa yg cukup sejuk juga angin yang cukup kencang. …",positif,gunung rap yang pernah letus pada zaman perintah bpk susilo bambang yudhoyono ini tarik sekali selain pandang yang indah dan hawa yg cukup sejuk juga angin yang cukup kencang,positif
Paijo Londho,4 tahun lalu,"Gunung Kelud memang luar biasa. Ketinggian 1731 MDPL. Parorama keindahan alam yang istimewa.
Lewat jalur wisata Kediri Sugihwaras. …",positif,gunung kelud memang luar biasa tinggi mdpl parorama indah alam yang istimewa lewat jalur wisata diri sugihwaras,positif
Pak Tomy,3 tahun lalu,"Gunung Kelud tempat wisata yg asri  alami  perlu di lestarikan demi kenyamanan berwisata semoga ttp aman & terjaga ke Asrian nya,,,☝️👍 …",positif,gunung kelud tempat wisata yg asri alami perlu di lestari demi nyaman wisata moga ttp aman jaga ke asri nya,positif
Ava Ulva,6 tahun lalu,"Pemandangannya sangat indah siapkan stamina untuk kesini karena selain nanjak udara juga dingin,jangan lupa pakai jaket",positif,pandang sangat indah siap stamina untuk kesini karena selain nanjak udara juga dinginjangan lupa pakai jaket,positif
intan purnama sari,6 tahun lalu,"Pemandangan sepanjang jalan ke kawah kelud bagus banget, tp sayang cuma bisa naik ojek pangkalan atau motor pribadi walaupun sebenernya tidak disarankan naik motor pribadi karena jalannya cukup curam.  Kalo bisa harus motor gunung soalnya …",negatif,pandang panjang jalan ke kawah kelud bagus banget tp sayang cuma bisa naik ojek pangkal atau motor pribadi walaupun sebenernya tidak saran naik motor pribadi karena jalan cukup curam kalo bisa harus motor gunung soal,negatif
Tegar Wahyudi,9 tahun lalu,keren seperti di gurun,positif,keren seperti di gurun,positif
Romy Al-Jimar,3 tahun lalu,"Di setiap keindahan menyimpan misteri.
""Yah Deket kok, nanjak dikit belok kiri, oh turun dikit belok kanan terus ke kiri lagi rada nanjak dan nyampe"" but the imagine not be like a reality. But this place is awesome and beautiful",positif,di tiap indah simpan misteri yah deket kok nanjak dikit belok kiri oh turun dikit belok kanan terus ke kiri lagi rada nanjak dan nyampe but the imagine not be like a reality but this place is awesome and beautiful,positif
Anto Wijaya Anto Wijaya,7 tahun lalu,"Asyk buat selfi,jalan cukup menantang,
Ada rest area juga
Dari puncak akan terlihat viu yang indah bila cuaca cerah",positif,asyk buat selfijalan cukup tantang ada rest area juga dari puncak akan lihat viu yang indah bila cuaca cerah,positif
fatkhul hadi,7 tahun lalu,"Pertama kali ke sini langsung jatuh cinta
Ojek 50 K PP
Tempat makan minum murah standart gak mahal2 banget
Yang suka duren wajib mencoba enak banget dan ada nanas madu",negatif,pertama kali ke sini langsung jatuh cinta ojek k pp tempat makan minum murah standart gak mahal banget yang suka duren wajib coba enak banget dan ada nanas madu,negatif
Otomotif Truck,7 tahun lalu,Terlalu indah untuk di ungkap kan,positif,terlalu indah untuk di ungkap kan,positif
Guruh Wahyu Pamungkas,setahun lalu,"Kelihatannya bagus dan indah, tpi saya belum pernah kesini.
Temen2 pernah kesini tpi nggak ngajak saya.
Hehe tpi gapapa, lain waktu saya bisa kesini",positif,lihat bagus dan indah tpi saya belum pernah kesini temen pernah kesini tpi nggak ngajak saya hehe tpi gapapa lain waktu saya bisa kesini,positif
Abyan Zaenal,3 tahun lalu,"Good recommended, wisaga gn berapi di antara kediri blitar, terdapat 2 cara oendakian bisa dengan hiking dan bertamasya ria",positif,good recommended wisaga gn rap di antara diri blitar dapat cara oendakian bisa dengan hiking dan tamasya ria,positif
Noor,4 tahun lalu,wow...pemandangan naik ke kawah kelud menakjubkan...abang ojeknya ramah sopan....ayo jangan jauh2 kalau cari spot foto yang bagus...ke sini aja,positif,wowpemandangan naik ke kawah kelud menakjubkanabang ojek ramah sopanayo jangan jauh kalau cari spot foto yang baguske sini aja,positif
Fendy4all,5 tahun lalu,"Per Maret 2021 Wisata Gunung Kelud masih ditutup. Akses portal masuk parkiran mobil motor ditutup. Satu-satunya akses masuk menuju ke kawah atau non-kawah hanya menggunakan jasa ojek warga sekitar dengan tarif 50rb/orang (bukan weekend), …",negatif,per maret wisata gunung kelud masih tutup akses portal masuk parkir mobil motor tutup satusatunya akses masuk tuju ke kawah atau nonkawah hanya guna jasa ojek warga sekitar dengan tarif rborang bukan weekend,negatif
Hendy Arif,5 tahun lalu,"Tempat yang indah. Berada di Kabupaten Kediri, Jawa Timur. Mudah ditempuh dengan perjalanan darat dari Kota Keidiri sekitar 1 jam. Pemandangannya menakjubkan. Cocok untuk wisata bersama teman, pasangan, atau keluarga. Ada banyak spot foto disini.",positif,tempat yang indah ada di kabupaten diri jawa timur mudah tempuh dengan jalan darat dari kota keidiri sekitar jam pandang takjub cocok untuk wisata sama teman pasang atau keluarga ada banyak spot foto sini,positif
dkfna kim,7 tahun lalu,pemandangan bagus meskipun setelah erupsi. cocok untuk refreshing. setelah tempat parkir yg atas harus jalan kaki yg lumayan menguras tenaga.,positif,pandang bagus meski telah erupsi cocok untuk refreshing telah tempat parkir yg atas harus jalan kaki yg lumayan uras tenaga,positif
Iwan Nisaburi,4 tahun lalu,"Serasa lewat di atas awan begitulah kesan pertama lewat jalan menuju gunung kelud,, sangat indah sekali,, ada tempat kemah nya juga lho",positif,serasa lewat di atas awan begitu kesan pertama lewat jalan tuju gunung kelud sangat indah sekali ada tempat kemah nya juga lho,positif
Fatchur Rozi,6 tahun lalu,Gunung dengan pemandangan yang sangat indah tetapi dalam perjalanan menuju puncak gunung ini tidak terdapat sumber air yang bisa dikonsumsi oleh manusia.,positif,gunung dengan pandang yang sangat indah tetapi dalam jalan tuju puncak gunung ini tidak dapat sumber air yang bisa konsumsi oleh manusia,positif
